,0,1,2,3,4,5
0,0.06722689075630252,0.35294117647058826,0.6050420168067226,0.8907563025210085,,
1,0.06722689075630252,0.35294117647058826,0.6050420168067226,,,
2,0.35294117647058826,0.6050420168067226,,,,
3,0.35294117647058826,0.6134453781512605,,,,
4,0.35294117647058826,0.6302521008403361,0.8151260504201681,0.9495798319327731,,
5,0.35294117647058826,0.6386554621848739,0.8151260504201681,0.957983193277311,,
6,0.36134453781512604,0.6470588235294118,0.8151260504201681,0.957983193277311,,
7,0.2773109243697479,0.3865546218487395,0.6470588235294118,0.8235294117647058,0.957983193277311,
8,0.2605042016806723,0.42857142857142855,0.6554621848739496,0.8319327731092437,0.9663865546218487,
9,0.12605042016806722,0.2605042016806723,0.42857142857142855,0.6638655462184874,0.8319327731092437,0.9663865546218487
10,0.2605042016806723,0.4369747899159664,0.6638655462184874,0.8403361344537815,0.9663865546218487,
11,0.2689075630252101,0.44537815126050423,0.6638655462184874,0.8571428571428571,,
12,0.2689075630252101,0.453781512605042,0.6218487394957983,0.7647058823529411,,
13,0.453781512605042,0.6218487394957983,0.773109243697479,,,
14,0.453781512605042,0.6302521008403361,0.773109243697479,,,
