,0,1,2,3,4
0,0.13445378151260504,0.3865546218487395,0.6554621848739496,0.8403361344537815,0.957983193277311
1,0.13445378151260504,0.37815126050420167,0.6554621848739496,0.8403361344537815,0.957983193277311
2,0.13445378151260504,0.3697478991596639,0.6554621848739496,0.8403361344537815,0.957983193277311
3,0.13445378151260504,0.3697478991596639,0.6554621848739496,0.8319327731092437,0.957983193277311
4,0.36134453781512604,0.6554621848739496,0.8319327731092437,0.957983193277311,
5,0.36134453781512604,0.6470588235294118,0.8235294117647058,0.957983193277311,
6,0.36134453781512604,0.6470588235294118,0.8235294117647058,0.957983193277311,
7,0.2773109243697479,0.3865546218487395,0.6470588235294118,0.8235294117647058,0.957983193277311
8,0.25210084033613445,0.42016806722689076,0.6554621848739496,0.8235294117647058,0.9663865546218487
9,0.24369747899159663,0.42857142857142855,0.8403361344537815,,
10,0.24369747899159663,0.8319327731092437,,,
11,0.23529411764705882,0.8235294117647058,,,
12,0.226890756302521,0.5210084033613446,0.8151260504201681,,
13,0.2184873949579832,0.5126050420168067,0.8067226890756303,,
14,0.058823529411764705,0.2184873949579832,0.5126050420168067,0.7983193277310925,
