,0,1,2,3,4,5
0,0.021133223975431607,0.30276291605960765,0.09505238656052553,0.0009202630430093239,,
1,0.01040929124333257,0.30100503749272306,0.08080238961923245,,,
2,0.2968845414042314,0.062356215515575616,,,,
3,0.2875805639715847,0.04330747366460746,,,,
4,0.2740124766605686,0.0336788136132106,0.013133465431067994,0.03277154058600098,,
5,0.2529774697267608,0.03930728397617992,0.02558442410874065,0.11705674128217883,,
6,0.20920314881500707,0.04990166321730676,0.03363214000281204,0.16802522872018788,,
7,0.04496997015663271,0.0822922116506974,0.05315973399329118,0.04315687128664984,0.20133523716940535,
8,0.08095954150605326,0.06324470168731289,0.04826439108655284,0.058063403569983664,0.22832526610613335,
9,8.578421267719663e-05,0.08344301682896,0.06947272461155383,0.058402999087437464,0.06357319958617877,0.23060804959086592
10,0.07459511422930556,0.07033650910182464,0.06666804997125898,0.06450735634385214,0.19482321910685696,
11,0.04142084849598299,0.07820464923347423,0.046028495818592696,0.09397192661166939,,
12,0.005991459766178584,0.10034455262848933,0.027223876321490086,0.13560788099952903,,
13,0.10611620574857314,0.030349929642327744,0.14506069994369636,,,
14,0.11015652708136568,0.032982133623129864,0.13790815189248543,,,
