,0,1,2,3,4,5,6
0,0.08889539180687187,0.27732318330363465,0.12134922149849638,0.07975144171585205,0.02838614183899228,0.10289245309850038,0.030902064178489792
1,0.09378482772881616,0.28984582171152523,0.12110930145712359,0.07786829503973935,0.02897448692523516,0.10075557474688568,0.03052868188703823
2,0.09904674462804888,0.30334368458666816,0.12180657419423718,0.07642364550696051,0.029544315825618773,0.09858868544627186,0.030452614525145173
3,0.1042402413313573,0.3152401773047525,0.12143649302915582,0.07444313869062046,0.030162251742967116,0.09555754966711273,0.030650814221034137
4,0.10926494022617492,0.3254362178812104,0.12078380922850354,0.07162051563480328,0.031144355078131347,0.09162228996144062,0.031147525306900663
5,0.11409314574939801,0.33790481482941054,0.12103208087439521,0.06954775286331817,0.03207522360314694,0.08717832905257085,0.032042028292501655
6,0.12023328671102464,0.3478720994259016,0.11995580662887408,0.06664550327827949,0.032893564172738476,0.08277497065168586,0.033658199526686076
7,0.12596810923987714,0.35630255929534155,0.1195447836195531,0.06389764312862854,0.03420735461040111,0.07762167081395632,0.03642713930719621
8,0.1309688418624481,0.36685735366047206,0.11882577517019778,0.06130838140218283,0.03522071667644831,0.07302129561221889,0.039948135412833034
9,0.13539762747701875,0.3746641815760774,0.11658338572443747,0.058483302986577716,0.0364796642044056,0.06847824385628143,0.04412472945750606
10,0.14087323902601334,0.384880008097705,0.11559724890964916,0.05663721638906138,0.03737281875184339,0.06521404372160561,0.049232901590657456
11,0.14544761109904306,0.3946693866678729,0.11288958465204338,0.054575220809040925,0.038116527482284744,0.06265344598678851,0.05487226365523975
12,0.1491291417547822,0.40736816815549476,0.10971227741930739,0.05277400205557108,0.038150437722350224,0.06120298590174609,0.06139831662432808
13,0.15439730798622447,0.42103076343320067,0.10636508517132277,0.05146601229520009,0.03796347216903718,0.06096066827946035,0.0684883767224374
14,0.1592879955419075,0.4398214654420387,0.10276986801705199,0.04988596739734059,0.037327790447413634,0.0760443782741264,
